monitoring_location_name,year,activity_start_date,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_status_id,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,activity_media_name,field_comment,update_date,update_account
375 LA CB,2004,2004-07-27,epi,ALK,,alkalinity,"",325.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,CA,,as Ca,Filterable,4.95000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,CHLA,,"",Filterable,2.71000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,CL,,as Cl,Filterable,0.24000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,COND,,"",Unfiltered,43.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,DIC,,as Total CO2,Dissolved,317.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,DIC,,as Total CO2,Dissolved,354.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,DOC,,as C,Filterable,502.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,K,,as K,Filterable,0.53000,mg/L,0.02,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,MG,,as Mg,Filterable,1.28000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,MN,,as Mn,Filterable,0.00000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,NA,,as Na,Filterable,1.20000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,NO3,,as NO3-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,PARTC,,as C,Non-Filterable (Particle),640.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-07-27,epi,PARTN,,as N,Non-Filterable (Particle),68.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-07-27,epi,PARTP,,as P,Non-Filterable (Particle),4.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-07-27,epi,PH,,,Unfiltered,7.60000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-07-27,epi,PH,,,Unfiltered,7.76000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-07-27,epi,SO4,,as SO4,Filterable,2.52000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,TDN,,as N,Dissolved,268.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-07-27,epi,TDP,,as P,Dissolved,1.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,ALK,,alkalinity,"",328.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,CA,,as Ca,Filterable,4.96000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,CHLA,,"",Filterable,3.48000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,CL,,as Cl,Filterable,0.17000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,COND,,"",Unfiltered,41.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,DIC,,as Total CO2,Dissolved,298.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,DIC,,as Total CO2,Dissolved,349.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,DOC,,as C,Filterable,505.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,K,,as K,Filterable,0.54000,mg/L,0.02,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,MG,,as Mg,Filterable,1.29000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,MN,,as Mn,Filterable,0.00000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,NA,,as Na,Filterable,1.25000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,NO3,,as NO3-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,PARTC,,as C,Non-Filterable (Particle),860.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-08-10,epi,PARTN,,as N,Non-Filterable (Particle),98.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-08-10,epi,PARTP,,as P,Non-Filterable (Particle),7.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-08-10,epi,PH,,,Unfiltered,7.70000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-08-10,epi,PH,,,Unfiltered,7.76000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-08-10,epi,SO4,,as SO4,Filterable,2.38000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,TDN,,as N,Dissolved,265.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-10,epi,TDP,,as P,Dissolved,5.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,ALK,,alkalinity,"",334.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,CA,,as Ca,Filterable,5.11000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,CHLA,,"",Filterable,4.82000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,CL,,as Cl,Filterable,0.25000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,COND,,"",Unfiltered,44.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,DIC,,as Total CO2,Dissolved,313.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,DIC,,as Total CO2,Dissolved,343.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,DOC,,as C,Filterable,532.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,K,,as K,Filterable,0.54000,mg/L,0.02,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,MG,,as Mg,Filterable,1.34000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,MN,,as Mn,Filterable,0.00000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,NA,,as Na,Filterable,1.25000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,NO3,,as NO3-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,PARTC,,as C,Non-Filterable (Particle),1060.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-08-24,epi,PARTN,,as N,Non-Filterable (Particle),117.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-08-24,epi,PARTP,,as P,Non-Filterable (Particle),8.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-08-24,epi,PH,,,Unfiltered,7.70000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-08-24,epi,PH,,,Unfiltered,7.84000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-08-24,epi,SO4,,as SO4,Filterable,2.40000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,TDN,,as N,Dissolved,230.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-08-24,epi,TDP,,as P,Dissolved,3.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,ALK,,alkalinity,"",330.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,CA,,as Ca,Filterable,5.07000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,CHLA,,"",Filterable,3.11000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,CL,,as Cl,Filterable,0.24000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,COND,,"",Unfiltered,41.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,DIC,,as Total CO2,Dissolved,339.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,DIC,,as Total CO2,Dissolved,343.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,DOC,,as C,Filterable,596.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,K,,as K,Filterable,0.55000,mg/L,0.02,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,MG,,as Mg,Filterable,1.30000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,MN,,as Mn,Filterable,0.00000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,NA,,as Na,Filterable,1.22000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,NO3,,as NO3-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,PARTC,,as C,Non-Filterable (Particle),940.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-09-08,epi,PARTN,,as N,Non-Filterable (Particle),96.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-09-08,epi,PARTP,,as P,Non-Filterable (Particle),6.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-09-08,epi,PH,,,Unfiltered,7.51000,SU,,,,,,pH (non in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-09-08,epi,PH,,,Unfiltered,7.65000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
375 LA CB,2004,2004-09-08,epi,SO4,,as SO4,Filterable,2.15000,mg/L,0.02,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,TDN,,as N,Dissolved,226.00000,ug/L,5,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-08,epi,TDP,,as P,Dissolved,4.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,ALK,,alkalinity,"",328.00000,ueq/L,,"",Method Detection Level,"","","","","The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,CA,,as Ca,Filterable,5.00000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,CHLA,,"",Filterable,4.37000,ug/L,0.01,"",Method Detection Level,"","","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,CL,,as Cl,Filterable,0.29000,mg/L,0.01,"",Method Detection Level,"","","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,COND,,"",Unfiltered,43.00000,uS/cm,1,"",Method Detection Level,"","","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,DIC,,as Total CO2,Dissolved,305.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,DIC,,as Total CO2,Dissolved,337.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,DOC,,as C,Filterable,516.00000,umol/L,10,"",Method Detection Level,"","","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,K,,as K,Filterable,0.54000,mg/L,0.02,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,MG,,as Mg,Filterable,1.30000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,MN,,as Mn,Filterable,0.00000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,NA,,as Na,Filterable,1.24000,mg/L,0.01,"",Method Detection Level,"","","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,NO2,,as NO2-N,Filterable,0.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,NO3,,as NO3-N,Filterable,1.00000,ug/L,1,"",Method Detection Level,"","","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,,
375 LA CB,2004,2004-09-21,epi,PARTC,,as C,Non-Filterable (Particle),1000.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-09-21,epi,PARTN,,as N,Non-Filterable (Particle),128.00000,ug/L,1,"",Method Detection Level,"","","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-09-21,epi,PARTP,,as P,Non-Filterable (Particle),6.00000,ug/L,1,"",Method Detection Level,"","","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2022-02-01,chay
375 LA CB,2004,2004-09-21,epi,PH,,,Unfiltered,7.46000,SU,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",Lake Water,,2023-06-08,chay
